ASV.ID,Domain,Phylum,Class,Order,Family,Genus,Species
d4aff540973ed11ff26f6f600c0cbad0,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Neisseriaceae, uncultured, uncultured_bacterium
bebb87eaa810711c55cb6e850bc0845d,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Roseburia,NA
efef2f0cf02dc881c1ec0cc8329b7798,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
a24f8ccf485a19307e97cd66d7c73ab9,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia-Shigella,NA
34fc1e4a57a82008c3305e00f724bd9f,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Chryseobacterium,NA
3961a98a36d6b311eb0aab3c83d3359a,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter,NA
c66f6456146f19ab628fbf26c61c115d,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae,NA
85c0720f1ec2b547f35548c6196de079,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Dubosiella, uncultured_bacterium
f87da94fd548e0e10fc2dcaef95630f1,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia-Shigella,NA
1427c6fe2f6a083bacafa2e053ba1b6f,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia-Shigella,NA
8d16493f61b4859028a7a760a82751ce,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
036b817d2d21475ed2ce7324c0271a8b,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Ezakiella,NA
a19ef121a08c9769c51c313aa93d41d0,Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Leuconostoc,NA
996d07de876b398fded308eb7efa7adf,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Ileibacterium, Ileibacterium_valens
79f5645833ba92e3f8559bc415ebaf0a,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,NA
ebc4cebda1feae3f47fdb85cb7ec8152,Bacteria, Firmicutes, Clostridia, Oscillospirales, Ruminococcaceae, Incertae_Sedis, uncultured_bacterium
0d29a1eb24f264423251f3b2a92f7914,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
45d8925b483e8fec1cb176478c6fe330,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Faecalibaculum, uncultured_bacterium
65d43491988bfe557da4d86a5ba25dae,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,NA
256f9d476145b0042509e0152db2a141,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
7ab9466413e0e0a2685ce8ea1802c533,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae,NA,NA
75640e1a52db4e4df84791073534cd50,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,NA
a8b92e0489469ac047ce857daa664727,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,NA
8eedfe7a77304634c41778a40b043c4b,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA
aab63600d34f3b4417890286617474d9,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
032d4cab1c20a43f9c3cda903dc98e59,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium,NA
ccfc9b747420029b1f6b5e5ec9023134,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Faecalibaculum, uncultured_bacterium
fef5a8207aaf440b524112026a8205ea,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Rikenellaceae_RC9_gut_group, uncultured_bacterium
c3fe6ae58bb1e240a989dac6b2708532,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Aureimonas,NA
ef238cc14ce84310f656cd5ce5e5e69d,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,NA
de3901260547a323762fba9b9dec22ca,Bacteria, Proteobacteria, Alphaproteobacteria, Acetobacterales, Acetobacteraceae, Roseomonas,NA
4f4cfde0c4b89a9b055b01f7edb5a678,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
13ceb8d8d9698dffe24a474fea7891f8,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, [Ruminococcus]_torques_group,NA
c77ab6420d1cbba7accd38f52ac3b2f0,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,NA
a231a532ef49a65c7c8ad6dcfffd474a,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes, uncultured_bacterium
777c50185200d35116740a777e462069,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter_baylyi
fd8682a52a57a3433c7a0a609e00f9d1,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,NA
1b057b5f1c048af522447b5cda8c6be9,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,NA
b4adb09defc8f65e12855706a0301acc,Bacteria, Desulfobacterota, Desulfuromonadia, Geobacterales, Geobacteraceae,NA,NA
1e3a4c3b34efbc7fab851b62dadc5128,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,NA,NA
abaec19a746776fec93ac5294e28f328,Bacteria, Firmicutes, Bacilli, Staphylococcales, Staphylococcaceae, Staphylococcus,NA
a4c6622f2e636def4e26b8830fed0171,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
ddbb8f53a867a0ecbb28bfd71cb48e05,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Dermabacteraceae, Dermabacter,NA
d62420c29710fe86206c96ceb7aa9ce2,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia-Shigella,NA
b7b4df2847d725a2dbf215aae62ccd4f,Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces,NA
b44aff2995f396f00ad579d8e6684335,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
e6a3d22e6ba4cfda70fadd3eb61e534a,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Dubosiella, uncultured_bacterium
aaf4439a714fdda61462f8794fb45387,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
541131a501b11faaeab0497f0ec9cee6,Bacteria,NA,NA,NA,NA,NA,NA
60e9ccd9b2c6ca734099730ca97bcbb4,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Dyadobacter,NA
92b8a97dbdde7cd3517311bf75a93a25,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
138123dc02d4e7e2eaf41235bd878c5c,Bacteria, Firmicutes, Clostridia, Oscillospirales, [Eubacterium]_coprostanoligenes_group, [Eubacterium]_coprostanoligenes_group, gut_metagenome
2245117478a0e708461be93aa83debd0,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,NA
4790afa0a90bfec430db1b9faa64f3df,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Lachnoclostridium,NA
42b40118157b70216de383686471d3c1,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae,NA,NA
a9174a841c1ca9e63faf6660d3019b7b,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Empedobacter, Wautersiella_falsenii
b4289ab0a9a00034c1fbce477b2c4ded,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
619076395fa0f12512274f8e58073595,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,NA,NA
43e6211b0c50e4fe1eb478553704d737,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Ileibacterium, Ileibacterium_valens
2472ff59d0aaab94cd7769e699ccfd8f,Bacteria, Proteobacteria,NA,NA,NA,NA,NA
12678cc15cb22bd0795bd5d75648e45c,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae,NA,NA
5673ae66819e3bdbbc09461e4959159e,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea,NA
b592ba16ef79214fbdc27bcfa9cd33e5,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Empedobacter,NA
b1652dc664d4e8ce2d123d26687d1204,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, [Eubacterium]_xylanophilum_group, uncultured_bacterium
710a0060e2fbef3b62b8895fd1221dec,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Ornithobacterium,NA
e8becd087cd3fbbb381386217b896948,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,NA
951014401158c0fcc349d9f20e68328d,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Turicibacter,NA
593fcec443034dc9d585351742e7df90,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides,NA
1bc599cac5647c5c30496e93ca551557,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
06538b77450f85903962437f449fa60a,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Eggerthellaceae, Enterorhabdus,NA
0ad75ce1e477c1b22d8d652b46337e29,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Turicibacter,NA
5dbb95227bb628f46485a124afb81f53,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
4cfeca877753e715f32dfaa425d076cc,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Lachnospiraceae_NK4A136_group,NA
c41e38ec0abb37da79acd32fd3cd7c66,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Turicella, uncultured_bacterium
acb3ce85165256004a5f0d6bd639759c,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
ddc124781f1662ffb175089f0e2a9875,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides,NA
e71d18f65506c196ca63a6d2c5ab2d6b,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Roseburia, uncultured_organism
88d58681d91208dc8af510aa9d53685a,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Promicromonosporaceae, Cellulosimicrobium,NA
4e6195b29c0bff6e41f2eb2c704fb7f1,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Ileibacterium, Ileibacterium_valens
aa6aff0ba222df7a1bf73de4bf4b2f89,Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, uncultured_bacterium
00edbd1ba8dcda99fa8c48ebbad76bc3,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_Bacteroidales
7dc2cc1cc6ce533db3025428897cc73c,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Klenkia,NA
f9f3e576c323f076495f245ccb0c9803,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Weeksellaceae, Empedobacter,NA
ad9e27116a2b0c1c5cb9b54daca24bea,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Ochrobactrum,NA
8868b1c52da52008cf3811ae172bb931,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
b9089ac273fa0b1bada6ab1fddde9896,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae,NA
c8ca3466535e13bfa275450e2c25e41a,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
fbba25e767c799d9a6b2b35ae019a542,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
9f68be425fd1e2f7473dcf4acec24a47,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,NA,NA
d2086a83efbaf749085fe60bd6c5148a,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,NA
0c5b2e10399cc098720570c14d8540c5,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Lachnospiraceae_UCG-001,NA
9dbacf8a82b2f5133801356b4e84bdca,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae,NA,NA
f3c933bb0c4e4ac711cca5018fa6ae9c,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea,NA
8e8f16e3807d26f017c66c3c862b5c8a,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculum, uncultured_bacterium
8d763434c885bfa1da8ce1192cc38bf2,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Turicibacter,NA
f8a6f437c863edf742e9038ab9442e94,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae,NA,NA
4e811ae44099ae7b6683fead8f25b304,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_organism
bfdf94bbd32b812fccf7ae1d900de5d8,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia,NA
53800e7dbf50fa7b5789bb61db02cd8c,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium_sensu_stricto_1,NA
0c77e1cd5ccec3ff2bc8dc14cf1d993a,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter,NA
fb5c2aa7e7a97d1ba29b2c9405cb6a41,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
c21805de22df5764186c82c93e89a73f,Bacteria, Proteobacteria, Gammaproteobacteria,NA,NA,NA,NA
275e41ce35bacb16675cb67ddcb71fba,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Ochrobactrum,NA
2950119b3625d3e116e25c4a8be66383,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Ezakiella,NA
d24e967f7c4c78b3a848ba3f2030e09e,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus,NA
042244b797b27063d2a6829fd0d2464c,Archaea, Halobacterota, Methanomicrobia, Methanomicrobiales, Methanoregulaceae, Methanolinea,NA
810eadb7fc161e0edb4421a34b468b58,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
be3b026921dcbc6d98c0c46e00c83f05,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Peptostreptococcales-Tissierellales, Anaerococcus, Anaerococcus_hydrogenalis
7c6a4c254d0b2628c75a4677153519b6,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,NA
85f2a13581409aa824f44fffd4c64491,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured,NA
574f797999a81e501dc1824a7fe08e31,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Kocuria,NA
c56dd4410ad588015e2987118e3119a1,Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces,NA
1c2b8892a0d7f828d72808cd01cfd199,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae, Devosia,NA
453cf07d3e96e304f23fbde7b355fe70,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae,NA,NA
7f7d2ccabba6afeb77ba2de66aca5d76,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
0180c104521a13e579ee3ccea3dcf546,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,NA
4c5afcaa73532e61fab02a1390e9bb32,Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Aeromicrobium,NA
8bdda93d8dffc091642ba91160f77293,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter,NA
5430ca10f8819d79ddc9df6a444e2290,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_organism
59b530f23f52dc4115f1069548182a9d,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
bced545b9abd8e28ff253533901aabda,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Acetatifactor, Acetatifactor_muris
94614d972b14b465c5f52abf033aae66,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
36fa1948959e3f972388944ae407082b,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Turicibacter,NA
26c35a7f1d51ff8a47651ff85e8614fe,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Cytophagaceae, Siphonobacter, Siphonobacter_sp.
c0d8a006a74f76e828062e890129be73,Bacteria, Planctomycetota, Planctomycetes, Planctomycetales, uncultured, uncultured, uncultured_Planctomycetales
68c0de23aadf50c215f58758255382b8,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Dubosiella, uncultured_bacterium
9538435a211296b4e117db6817314b32,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
effdf6068f67f00dbb6197a9c72c5132,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
8718775e49fd4b0d4865f5252181c09e,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae,NA
1d6a4e19d688290cca5352ec7eda4848,Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Frankiaceae, Jatrophihabitans,NA
2761dc321f01c95e2206a0dde56aa738,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Lachnospiraceae_NK4A136_group, Lachnospiraceae
a37ba24aa472a33b4f6658009869bf85,Bacteria, Proteobacteria, Gammaproteobacteria, Granulosicoccales, Granulosicoccaceae, Granulosicoccus,NA
48b70a5dfcdc1fe1b7a1a4aadf48ad0b,Bacteria, Firmicutes, Clostridia, Oscillospirales, Oscillospiraceae, NK4A214_group,NA
02edad8b4c9d9b9acf86eb9687023689,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Saprospiraceae, Rubidimonas, uncultured_Bacteroidetes
241889d94491995133dd7c9e170ece53,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella,NA
9a21ec5a63847544fb0074f234ed8584,Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces,NA
9216f38083224a1ed1d5aadfe5bcf6f5,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
c4bd1c9b4dc1580b6d9506c2cd8837ad,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia-Shigella,NA
dbce74909ff2ce2e2d0c2db75eedf460,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
39c5953e5f6d39f98a7625b2de88634a,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Micrococcus,NA
43fddf1528d4a98928fd8c3a8ac23bfd,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
bb6b82fd18514f253911ab703dcf5fc1,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Ochrobactrum,NA
108d303ec8f04bf5415d8f4f5bac860b,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Stappiaceae, Pannonibacter,NA
4ab7f11678b0ce4303f09fbf431a1713,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
33d24e5685cd4e724203ead77ef21c8a,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
00f77c30337700ab7ad5057d2e006b83,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
74f01278ad3bd6139aa45e5dfc2c483d,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_bacterium
86dd28e7eef150e69182152b80bac0d5,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae,NA
58a5f613d1f35e935a747c7021e88f31,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
22fdd1c0f732125ca3226ef7261fc723,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Roseburia,NA
cc3cbddd7760ba76f830d1289fce1c6b,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae,NA
36c857b0588dfcf6f1cc973ef1b48882,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
03d1db1ccc574034f8242e94d57eca3b,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae,NA,NA
b1bb62e1f6716cb06640ff078ac9dce6,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,NA
f90150b14b240cb428c2811f93d7262a,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas,NA
79ea9e9489637d0f8f05e247c99abea6,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Sanguibacteraceae, Sanguibacter,NA
6353b0fde20ba4051a6394adf7122b4e,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Ileibacterium, Ileibacterium_valens
fc7150acabf23374d7bfd1ca8adb4919,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,NA
17d2128c120d0539be26048b3c6446b4,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Muribaculaceae, Muribaculaceae, uncultured_Barnesiella
ae9cd106c0ee3c69216da1eb1dba8618,Bacteria, Firmicutes, Bacilli, Erysipelotrichales, Erysipelotrichaceae, Dubosiella, uncultured_bacterium
04eca337e98089eceedabae7b899ccf0,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium,NA
0ef295f1a14d01908bd7b606582e9aba,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
48bf97127f29af45a0cae7ce4033443e,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae,NA,NA
1dacfff5549a7d2494f6a935ea1fb7e8,Bacteria, Desulfobacterota, Desulfovibrionia, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, uncultured_bacterium
6208e3b1e6b95776b624ce8c1be881d7,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,NA
8be87b38d8d9e7913cbe49589cd2ffb2,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales,NA,NA,NA
b9633da9978f0168026d0f8525bdd124,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,NA
958d78a02bef69a795806f97adb117ea,Bacteria, Firmicutes, Clostridia, Oscillospirales, Oscillospiraceae, Colidextribacter,NA
cffaf0c5174e34be375486c38bb2563d,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Pantoea,NA
766ca4780360c70c690ec37c31dd87d6,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,NA
c4700b7953258dd18e84146c7bf9ac20,Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces,NA
8f820a46cfecd19477f4485d1c436764,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, Xanthomonas_sp.
